Time,Amplitude
0.0136961,0.164521
0.0137188,0.225992
0.0137415,0.286576
0.0137642,0.346034
0.0137868,0.404132
0.0138095,0.460642
0.0138322,0.515343
0.0138549,0.56802
0.0138776,0.618464
0.0139002,0.666479
0.0139229,0.711876
0.0139456,0.754476
0.0139683,0.794112
0.0139909,0.830628
0.0140136,0.86388
0.0140363,0.893739
0.014059,0.920087
0.0140816,0.94282
0.0141043,0.961849
0.014127,0.977099
0.0141497,0.98851
0.0141723,0.996038
0.014195,0.999653
0.0142177,0.99934
0.0142404,0.995101
0.014263,0.986953
0.0142857,0.974928
0.0143084,0.959072
0.0143311,0.939449
0.0143537,0.916134
0.0143764,0.889221
0.0143991,0.858814
0.0144218,0.825033
0.0144444,0.788011
0.0144671,0.747893
0.0144898,0.704836
0.0145125,0.659011
0.0145351,0.610597
0.0145578,0.559783
0.0145805,0.506771
0.0146032,0.451768
0.0146259,0.394989
0.0146485,0.336659
0.0146712,0.277007
0.0146939,0.216266
0.0147166,0.154675
0.0147392,0.092477
0.0147619,0.0299155
0.0147846,-0.0327636
0.0148073,-0.0953139
0.0148299,-0.15749
0.0148526,-0.219047
0.0148753,-0.279744
0.014898,-0.339341
0.0149206,-0.397605
0.0149433,-0.454308
0.014966,-0.509225
0.0149887,-0.562142
0.0150113,-0.612851
0.015034,-0.661152
0.0150567,-0.706855
0.0150794,-0.749781
0.015102,-0.789762
0.0151247,-0.82664
0.0151474,-0.86027
0.0151701,-0.890521
0.0151927,-0.917273
0.0152154,-0.940421
0.0152381,-0.959875
0.0152608,-0.975558
0.0152834,-0.987408
0.0153061,-0.995379
0.0153288,-0.99944
0.0153515,-0.999573
0.0153741,-0.99578
0.0153968,-0.988075
0.0154195,-0.976488
0.0154422,-0.961065
0.0154649,-0.941866
0.0154875,-0.918967
0.0155102,-0.892457
0.0155329,-0.862442
0.0155556,-0.829038
0.0155782,-0.792377
0.0156009,-0.752603
0.0156236,-0.709872
0.0156463,-0.664352
0.0156689,-0.616223
0.0156916,-0.565672
0.0157143,-0.512899
0.015737,-0.458111
0.0157596,-0.401524
0.0157823,-0.343359
0.015805,-0.283845
0.0158277,-0.223215
0.0158503,-0.161709
0.015873,-0.0995678
0.0158957,-0.0370353
0.0159184,0.0256428
0.015941,0.0882202
0.0159637,0.150451
0.0159864,0.212091
0.0160091,0.272897
0.0160317,0.332631
0.0160544,0.391059
0.0160771,0.44795
0.0160998,0.503082
0.0161224,0.556236
0.0161451,0.607206
0.0161678,0.65579
0.0161905,0.701798
0.0162132,0.745049
0.0162358,0.785372
0.0162585,0.82261
0.0162812,0.856616
0.0163039,0.887257
0.0163265,0.914413
0.0163492,0.937975
0.0163719,0.957853
0.0163946,0.973968
0.0164172,0.986256
0.0164399,0.99467
0.0164626,0.999176
0.0164853,0.999756
0.0165079,0.996409
0.0165306,0.989147
0.0165533,0.977999
0.016576,0.963009
0.0165986,0.944236
0.0166213,0.921753
0.016644,0.895648
0.0166667,0.866025
0.0166893,0.833
0.016712,0.796702
0.0167347,0.757274
0.0167574,0.714871
0.01678,0.66966
0.0168027,0.621817
0.0168254,0.571532
0.0168481,0.519002
0.0168707,0.464432
0.0168934,0.408038
0.0169161,0.350041
0.0169388,0.290668
0.0169615,0.230154
0.0169841,0.168735
0.0170068,0.106654
0.0170295,0.0441532
0.0170522,-0.0185208
0.0170748,-0.081122
0.0170975,-0.143404
0.0171202,-0.205124
0.0171429,-0.266037
0.0171655,-0.325905
0.0171882,-0.384493
0.0172109,-0.44157
0.0172336,-0.496912
0.0172562,-0.550302
0.0172789,-0.601531
0.0173016,-0.650396
0.0173243,-0.696705
0.0173469,-0.740278
0.0173696,-0.780942
0.0173923,-0.818539
0.017415,-0.852919
0.0174376,-0.883949
0.0174603,-0.911506
0.017483,-0.935482
0.0175057,-0.955783
0.0175283,-0.972328
0.017551,-0.985054
0.0175737,-0.99391
0.0175964,-0.998861
0.017619,-0.999888
0.0176417,-0.996987
0.0176644,-0.990169
0.0176871,-0.97946
0.0177098,-0.964904
0.0177324,-0.946557
0.0177551,-0.924492
0.0177778,-0.898794
0.0178005,-0.869565
0.0178231,-0.83692
0.0178458,-0.800987
0.0178685,-0.761908
0.0178912,-0.719834
0.0179138,-0.674933
0.0179365,-0.627381
0.0179592,-0.577363
0.0179819,-0.525078
0.0180045,-0.470729
0.0180272,-0.414531
0.0180499,-0.356705
0.0180726,-0.297477
0.0180952,-0.23708
0.0181179,-0.175752
0.0181406,-0.113734
0.0181633,-0.0512688
0.0181859,0.0113978
0.0182086,0.0740197
0.0182313,0.136351
0.018254,0.198146
0.0182766,0.259163
0.0182993,0.319162
0.018322,0.377907
0.0183447,0.435167
0.0183673,0.490718
0.01839,0.54434
0.0184127,0.595824
0.0184354,0.644968
0.018458,0.691577
0.0184807,0.73547
0.0185034,0.776473
0.0185261,0.814426
0.0185488,0.849179
0.0185714,0.880596
0.0185941,0.908553
0.0186168,0.932941
0.0186395,0.953663
0.0186621,0.970639
0.0186848,0.983802
0.0187075,0.9931
0.0187302,0.998496
0.0187528,0.999969
0.0187755,0.997514
0.0187982,0.99114
0.0188209,0.980872
0.0188435,0.966751
0.0188662,0.948831
0.0188889,0.927184
0.0189116,0.901894
0.0189342,0.873061
0.0189569,0.840798
0.0189796,0.805232
0.0190023,0.766502
0.0190249,0.724761
0.0190476,0.680173
0.0190703,0.632912
0.019093,0.583165
0.0191156,0.531127
0.0191383,0.477002
0.019161,0.421004
0.0191837,0.363351
0.0192063,0.304271
0.019229,0.243995
0.0192517,0.182761
0.0192744,0.120809
0.0192971,0.0583819
0.0193197,-0.00427426
0.0193424,-0.0669136
0.0193651,-0.12929
0.0193878,-0.191159
0.0194104,-0.252276
0.0194331,-0.312403
0.0194558,-0.371302
0.0194785,-0.428742
0.0195011,-0.484498
0.0195238,-0.538351
0.0195465,-0.590088
0.0195692,-0.639507
0.0195918,-0.686414
0.0196145,-0.730625
0.0196372,-0.771964
0.0196599,-0.810271
0.0196825,-0.845395
0.0197052,-0.877197
0.0197279,-0.905554
0.0197506,-0.930352
0.0197732,-0.951496
0.0197959,-0.968901
0.0198186,-0.9825
0.0198413,-0.992239
0.0198639,-0.99808
0.0198866,-1
0.0199093,-0.997991
0.019932,-0.992061
0.0199546,-0.982234
0.0199773,-0.968548
0.02,-0.951057
0.0200227,-0.929829
0.0200454,-0.904948
0.020068,-0.876513
0.0200907,-0.844633
0.0201134,-0.809436
0.0201361,-0.771058
0.0201587,-0.729651
0.0201814,-0.685378
0.0202041,-0.638411
0.0202268,-0.588937
0.0202494,-0.537149
0.0202721,-0.483251
0.0202948,-0.427454
0.0203175,-0.369978
0.0203401,-0.311049
0.0203628,-0.250897
0.0203855,-0.18976
0.0204082,-0.127877
0.0204308,-0.065492
0.0204535,-0.00284951
0.0204762,0.0598042
0.0204989,0.122223
0.0205215,0.184161
0.0205442,0.245376
0.0205669,0.305627
0.0205896,0.364678
0.0206122,0.422295
0.0206349,0.478254
0.0206576,0.532334
0.0206803,0.584322
0.0207029,0.634015
0.0207256,0.681216
0.0207483,0.725742
0.020771,0.767416
0.0207937,0.806076
0.0208163,0.841569
0.020839,0.873755
0.0208617,0.902509
0.0208844,0.927717
0.020907,0.94928
0.0209297,0.967114
0.0209524,0.981148
0.0209751,0.991328
0.0209977,0.997613
0.0210204,0.999979
0.0210431,0.998417
0.0210658,0.992932
0.0210884,0.983546
0.0211111,0.970296
0.0211338,0.953234
0.0211565,0.932427
0.0211791,0.907957
0.0212018,0.879919
0.0212245,0.848425
0.0212472,0.813598
0.0212698,0.775574
0.0212925,0.734504
0.0213152,0.690548
0.0213379,0.643878
0.0213605,0.59468
0.0213832,0.543145
0.0214059,0.489476
0.0214286,0.433884
0.0214512,0.376587
0.0214739,0.317811
0.0214966,0.257787
0.0215193,0.196749
0.021542,0.134939
0.0215646,0.0725988
0.0215873,0.00997314
0.02161,-0.0526917
0.0216327,-0.115149
0.0216553,-0.177155
0.021678,-0.238464
0.0217007,-0.298837
0.0217234,-0.358035
0.021746,-0.415827
0.0217687,-0.471986
0.0217914,-0.52629
0.0218141,-0.578526
0.0218367,-0.62849
0.0218594,-0.675984
0.0218821,-0.720823
0.0219048,-0.76283
0.0219274,-0.80184
0.0219501,-0.837699
0.0219728,-0.870268
0.0219955,-0.899418
0.0220181,-0.925034
0.0220408,-0.947016
0.0220635,-0.965278
0.0220862,-0.979747
0.0221088,-0.990367
0.0221315,-0.997096
0.0221542,-0.999908
0.0221769,-0.998792
0.0221995,-0.993752
0.0222222,-0.984808
0.0222449,-0.971994
0.0222676,-0.955363
0.0222902,-0.934977
0.0223129,-0.910919
0.0223356,-0.883282
0.0223583,-0.852175
0.022381,-0.817719
0.0224036,-0.780052
0.0224263,-0.739319
0.022449,-0.695683
0.0224717,-0.649313
0.0224943,-0.600392
0.022517,-0.549112
0.0225397,-0.495675
0.0225624,-0.440291
0.022585,-0.383177
0.0226077,-0.324558
0.0226304,-0.264663
0.0226531,-0.203729
0.0226757,-0.141994
0.0226984,-0.0797019
0.0227211,-0.0170963
0.0227438,0.0455765
0.0227664,0.10807
0.0227891,0.170139
0.0228118,0.23154
0.0228345,0.292031
0.0228571,0.351375
0.0228798,0.409338
0.0229025,0.465693
0.0229252,0.520219
0.0229478,0.572701
0.0229705,0.622933
0.0229932,0.670717
0.0230159,0.715867
0.0230385,0.758204
0.0230612,0.797562
0.0230839,0.833788
0.0231066,0.866737
0.0231293,0.896281
0.0231519,0.922304
0.0231746,0.944704
0.0231973,0.963392
0.02322,0.978295
0.0232426,0.989355
0.0232653,0.996529
0.023288,0.999787
0.0233107,0.999117
0.0233333,0.994522
0.023356,0.98602
0.0233787,0.973644
0.0234014,0.957443
0.023424,0.93748
0.0234467,0.913835
0.0234694,0.886599
0.0234921,0.85588
0.0235147,0.821799
0.0235374,0.784489
0.0235601,0.744097
0.0235828,0.700782
0.0236054,0.654714
0.0236281,0.606073
0.0236508,0.555052
0.0236735,0.50185
0.0236961,0.446676
0.0237188,0.389747
0.0237415,0.331287
0.0237642,0.271526
0.0237868,0.210698
0.0238095,0.149042
0.0238322,0.0868009
0.0238549,0.0242185
0.0238776,-0.038459
0.0239002,-0.100985
0.0239229,-0.163115
0.0239456,-0.224604
0.0239683,-0.28521
0.0239909,-0.344696
0.0240136,-0.402828
0.0240363,-0.459377
0.024059,-0.514122
0.0240816,-0.566846
0.0241043,-0.617344
0.024127,-0.665416
0.0241497,-0.710875
0.0241723,-0.75354
0.024195,-0.793245
0.0242177,-0.829833
0.0242404,-0.863162
0.024263,-0.893099
0.0242857,-0.919528
0.0243084,-0.942344
0.0243311,-0.961458
0.0243537,-0.976794
0.0243764,-0.988294
0.0243991,-0.99591
0.0244218,-0.999614
0.0244444,-0.999391
0.0244671,-0.995241
0.0244898,-0.987182
0.0245125,-0.975244
0.0245351,-0.959475
0.0245578,-0.939936
0.0245805,-0.916705
0.0246032,-0.889872
0.0246259,-0.859543
0.0246485,-0.825837
0.0246712,-0.788887
0.0246939,-0.748838
0.0247166,-0.705846
0.0247392,-0.660082
0.0247619,-0.611724
0.0247846,-0.560963
0.0248073,-0.507999
0.0248299,-0.453038
0.0248526,-0.396298
0.0248753,-0.338001
0.024898,-0.278375
0.0249206,-0.217657
0.0249433,-0.156083
0.024966,-0.0938955
0.0249887,-0.0313396
0.0250113,0.0313396
0.025034,0.0938955
0.0250567,0.156083
0.0250794,0.217657
0.025102,0.278375
0.0251247,0.338001
0.0251474,0.396298
0.0251701,0.453038
0.0251927,0.507999
0.0252154,0.560963
0.0252381,0.611724
0.0252608,0.660082
0.0252834,0.705846
0.0253061,0.748838
0.0253288,0.788887
0.0253515,0.825837
0.0253741,0.859543
0.0253968,0.889872
0.0254195,0.916705
0.0254422,0.939936
0.0254649,0.959475
0.0254875,0.975244
0.0255102,0.987182
0.0255329,0.995241
0.0255556,0.999391
0.0255782,0.999614
0.0256009,0.99591
0.0256236,0.988294
0.0256463,0.976794
0.0256689,0.961458
0.0256916,0.942344
0.0257143,0.919528
0.025737,0.893099
0.0257596,0.863162
0.0257823,0.829833
0.025805,0.793245
0.0258277,0.75354
0.0258503,0.710875
0.025873,0.665416
0.0258957,0.617344
0.0259184,0.566846
0.025941,0.514122
0.0259637,0.459377
0.0259864,0.402828
0.0260091,0.344696
0.0260317,0.28521
0.0260544,0.224604
0.0260771,0.163115
0.0260998,0.100985
0.0261224,0.038459
0.0261451,-0.0242185
0.0261678,-0.0868009
0.0261905,-0.149042
0.0262132,-0.210698
0.0262358,-0.271526
0.0262585,-0.331287
0.0262812,-0.389747
0.0263039,-0.446676
0.0263265,-0.50185
0.0263492,-0.555052
0.0263719,-0.606073
0.0263946,-0.654714
0.0264172,-0.700782
0.0264399,-0.744097
0.0264626,-0.784489
0.0264853,-0.821799
0.0265079,-0.85588
0.0265306,-0.886599
0.0265533,-0.913835
0.026576,-0.93748
0.0265986,-0.957443
0.0266213,-0.973644
0.026644,-0.98602
0.0266667,-0.994522
0.0266893,-0.999117
0.026712,-0.999787
0.0267347,-0.996529
0.0267574,-0.989355
0.02678,-0.978295
0.0268027,-0.963392
0.0268254,-0.944704
0.0268481,-0.922304
0.0268707,-0.896281
0.0268934,-0.866737
0.0269161,-0.833788
0.0269388,-0.797562
0.0269615,-0.758204
0.0269841,-0.715867
0.0270068,-0.670717
0.0270295,-0.622933
0.0270522,-0.572701
0.0270748,-0.520219
0.0270975,-0.465693
0.0271202,-0.409338
0.0271429,-0.351375
0.0271655,-0.292031
0.0271882,-0.23154
0.0272109,-0.170139
0.0272336,-0.10807
0.0272562,-0.0455765
0.0272789,0.0170963
0.0273016,0.0797019
0.0273243,0.141994
0.0273469,0.203729
0.0273696,0.264663
0.0273923,0.324558
0.027415,0.383177
0.0274376,0.440291
0.0274603,0.495675
0.027483,0.549112
0.0275057,0.600392
0.0275283,0.649313
0.027551,0.695683
0.0275737,0.739319
0.0275964,0.780052
